004868	交银股息优化混合	JYGXYHHH	混合型	84.62	1.03	8.10	21.07	64.66	88.95	168.72	130.36			1	2020-11-20	2.5238	0.65	1	0.15%	100	1	1.50%	0.15%
290011	泰信中小盘精选混合	TXZXPJXHH	混合型	72.85	1	6.99	7.60	29.16	88.94	164.48	112.44	66.33		1	2020-11-20	3.5520	0.20	1	0.15%	100	1	1.50%	0.15%
007689	国投瑞银新能源混合A	GTRYXNYHHA	混合型	72.12	-3.02	4.03	16.40	51.62	88.40					1	2020-11-20	1.7665	1.31	1	0.15%	100	1	1.50%	0.15%
002846	泓德泓华混合	HDHHHH	混合型	80.06	0.21	5.06	18.70	59.18	88.35	185.59	143.19			1	2020-11-20	2.5389	0.93	1	0.15%	100	1	1.50%	0.15%
000940	富国中小盘精选混合	FGZXPJXHH	混合型	76.47	1.26	2.44	9.97	41.21	88.16	176.60	90.97	99.93		1	2020-11-20	2.8130	0.50	1	0.15%	100	1	1.50%	0.15%
161834	银华鑫锐灵活配置混合(LOF)	YHXRLHPZHHLOF	混合型	76.50	2.83	7.62	7.70	50.99	88.04	92.79	56.57			1	2020-11-20	1.5250	0.79	1	0.15%	100	1	1.50%	0.15%
519714	交银消费新驱动股票	JYXFXQDGP	股票型	84.62	1	7.48	19.84	62.28	87.85	140.66	109.68	175.34	9.6	1	2020-11-20	1.8240	0.61	1	0.15%	100	1	1.50%	0.15%
519002	华安安信消费混合	HAAXXFHH	混合型	79.17	0.56	1.86	3.99	42.30	87.84	200.93	141.64	169.11		1	2020-11-20	3.5690	1.16	1	0.15%	100	1	1.50%	0.15%
001704	国投瑞银进宝灵活配置混合	GTRYJBLHPZHH	混合型	63.93	-2.80	3.53	14.26	50.32	87.68	185.66	125.71	141.75		1	2020-11-20	2.3824	1.06	1	0.15%	100	1	1.50%	0.15%
007690	国投瑞银新能源混合C	GTRYXNYHHC	混合型	71.51	-3.03	3.99	16.29	51.31	87.65					1	2020-11-20	1.7594	1.31	1	0.00%	100	0		
000803	工银研究精选股票	GYYJJXGP	股票型	70.51	1.47	8.36	20.55	51.83	87.47	145.19	92.44	80.75		1	2020-11-20	2.8270	0.68	1	0.15%	100	1	1.50%	0.15%
004958	圆信永丰优享生活	YXYFYXSH	混合型	75.84	1.14	7.46	14.20	47.79	87.41	126.04	86.39			1	2020-11-20	1.9659	0.99	0	0.15%	100	1	1.50%	0.15%
501022	银华鑫盛灵活配置混合(LOF)	YHXSLHPZHHLOF	混合型	72.59	2.95	8.32	6.90	45.56	87.15	144.61	104.83			1	2020-11-20	1.9520	0.88	1	0.15%	100	1	1.50%	0.15%
001740	光大中国制造2025混合	GDZGZZ2025HH	混合型	55.41	-0.53	4.76	16.62	52.77	86.82	108.88	59.13			1	2020-11-20	2.07	1.62	1	0.15%	100	1	1.50%	0.15%
001577	嘉实低价策略股票	JSDJCLGP	股票型	68.54	3.46	10.75	12.70	56.66	86.62	134.10	72.56	114.01		1	2020-11-20	2.2450	0.31	1	0.15%	100	1	1.50%	0.15%
001245	工银生态环境股票	GYSTHJGP	股票型	81.22	-0.82	6.04	20.12	61.17	86.56	158.33	79.21	44.40		1	2020-11-20	1.4570	2.82	1	0.15%	100	1	1.50%	0.15%
005136	华安幸福生活混合	HAXFSHHH	混合型	76.15	1.23	0.57	7.76	54.43	86.11	180.07	130.06			1	2020-11-20	2.2960	0.66	1	0.15%	100	1	1.50%	0.15%
000746	招商行业精选股票基金	ZSHYJXGPJJ	股票型	87.63	0.58	3.37	7.23	56.61	86.04	209.78	125.97	138.35		1	2020-11-20	3.9590	0.25	1	0.15%	100	1	1.50%	0.15%
020023	国泰事件驱动策略混合	GTSJQDCLHH	混合型	78.01	2.26	5.30	13.95	48.43	85.94	180.42	85.68	139.34	10.6295	1	2020-11-20	5.3420	1.66	1	0.15%	100	1	1.50%	0.15%
002249	招商境远灵活配置混合	ZSJYLHPZHH	混合型	78.75	-0.20	3.26	9.12	43.46	85.91	169.45	119.92			1	2020-11-20	2.2960	1.21	1	0.15%	100	1	1.50%	0.15%
002983	长信国防军工量化混合A	CXGFJGLHHHA	混合型	75.29	2.75	-2.02	2.89	49.71	85.82	107.07	62			1	2020-11-20	1.3760	0.32	1	0.15%	100	1	1.50%	0.15%
007047	长城核心优势混合	CCHXYSHH	混合型	80.85	0.49	4.28	8.44	54.45	85.80					1	2020-11-20	1.9331	0.89	1	0.15%	100	1	1.50%	0.15%
